Price,Age,Mileage,Fuel Type,Horse Power,Metalic,Automatic,CC,Doors,Weight,derived_col
24500,13,19988,Petrol,110,1,0,1600,5,1130,1.2257354412647588
19450,19,18328,Petrol,110,0,0,1600,5,1130,1.0612178088171105
20950,14,17896,Petrol,110,1,1,1600,4,1150,1.1706526598122486
17200,20,17300,Petrol,97,1,0,1400,5,1110,0.9942196531791907
19950,19,17038,Petrol,110,0,0,1600,5,1130,1.170912078882498
18450,10,13747,Petrol,97,1,0,1400,5,1110,1.3421110060376809
19500,12,13634,Petrol,110,1,0,1600,5,1115,1.4302479096376706
21750,13,13178,Petrol,110,1,0,1600,5,1130,1.6504780695097891
16868,15,13157,Petrol,97,1,0,1400,4,1085,1.282055179752223
19500,16,13000,Petrol,110,1,0,1600,4,1105,1.5
18900,11,12500,Petrol,110,1,0,1600,5,1115,1.512
19750,17,11999,Petrol,110,1,0,1600,5,1130,1.6459704975414617
19750,16,11754,Petrol,110,0,1,1600,5,1180,1.6802790539390846
18950,16,11000,Petrol,110,1,0,1600,4,1105,1.7227272727272727
20750,17,10000,Petrol,110,0,0,1598,5,1105,2.075
19600,9,7650,Petrol,110,1,0,1600,5,1115,2.5620915032679736
19500,14,6500,Petrol,110,1,0,1600,4,1100,3.0
17650,11,6155,Petrol,97,1,0,1400,5,1110,2.8675873273761168
19950,14,6000,Petrol,110,0,0,1600,5,1130,3.325
19950,14,5459,Petrol,110,1,0,1600,5,1130,3.6545154790254624
20950,14,5278,Petrol,110,1,1,1600,4,1150,3.969306555513452
20500,12,5000,Petrol,110,1,0,1600,5,1130,4.1
17795,9,1,Petrol,98,1,0,1400,4,1065,17795.0
18245,9,1,Petrol,110,1,0,1600,5,1075,18245.0
23750,8,11000,Petrol,110,1,0,1600,5,1130,2.159090909090909
19500,8,10077,Petrol,97,1,0,1400,5,1110,1.935099732063114
18950,8,10000,Petrol,97,1,0,1400,5,1110,1.895
21950,8,9788,Petrol,110,1,0,1600,5,1130,2.2425418880261545
19950,8,8574,Petrol,110,1,0,1600,5,1130,2.3268019594121765
18950,8,7000,Petrol,110,0,0,1600,5,1115,2.7071428571428573
19950,7,6250,Petrol,110,1,0,1600,5,1115,3.192
21950,8,5000,Petrol,110,1,0,1600,5,1130,4.39
22500,6,3000,Petrol,110,0,0,1600,5,1130,7.5
18500,7,2000,Petrol,110,0,0,1600,5,1075,9.25
18700,7,450,Petrol,97,1,0,1400,5,1110,41.55555555555556
21125,2,225,Petrol,97,1,0,1400,5,1110,93.88888888888889
21500,2,15,Petrol,110,1,0,1600,5,1130,1433.3333333333333
17795,1,1,Petrol,98,1,0,1400,4,1100,17795.0
18245,1,1,Petrol,110,1,0,1600,5,1075,18245.0
11750,40,130062,Diesel,69,1,0,1900,5,1140,0.09034152942442834
13250,41,123425,Diesel,69,1,0,1900,5,1140,0.10735264330565121
11950,37,118217,Petrol,110,1,0,1600,5,1075,0.10108529230144565
11900,44,110000,Diesel,69,1,0,1900,5,1095,0.10818181818181818
14750,39,108847,Diesel,90,1,0,2000,5,1205,0.1355113140463219
9950,42,105699,Petrol,97,1,0,1400,3,1025,0.09413523306748409
11950,39,98823,CNG,110,1,0,1600,5,1119,0.12092326685083432
11495,44,96829,Petrol,110,1,0,1600,5,1075,0.118714434725134
11250,40,96518,Petrol,97,1,0,1400,3,1025,0.11655856938602126
10500,42,92204,Petrol,110,1,0,1600,5,1075,0.11387792286668691
10450,35,91456,Diesel,69,1,0,1900,3,1110,0.11426259622113366
12950,43,89968,Diesel,69,1,0,1900,5,1140,0.14394006757958386
11500,44,89757,Petrol,110,1,0,1600,3,1045,0.1281237117996368
12500,40,85389,Petrol,110,1,0,1600,5,1075,0.14638887912963028
10950,43,85017,Petrol,97,0,0,1400,5,1060,0.12879776985779315
11450,41,84312,Petrol,110,0,0,1600,5,1080,0.13580510484865738
11950,37,82743,CNG,110,1,0,1600,5,1121,0.14442309319217336
13250,41,81106,Diesel,69,1,0,1900,5,1140,0.16336645870835698
14750,40,80425,Diesel,90,1,0,2000,5,1205,0.1834006838669568
11790,34,78677,Petrol,110,1,1,1600,5,1105,0.14985319724951385
11450,40,78425,Petrol,110,1,0,1600,5,1075,0.14599936244819892
13500,33,78108,Diesel,90,1,0,2000,3,1170,0.17283760946381932
10950,33,77321,Petrol,110,1,0,1600,5,1075,0.1416174131219203
13500,33,75699,Diesel,69,0,0,1900,3,1105,0.1783378908572108
10950,41,75697,Petrol,97,1,0,1400,3,1025,0.1446556666710702
10950,44,74846,Petrol,97,1,0,1400,3,1025,0.14630040349517676
12950,38,74319,Petrol,110,1,0,1600,5,1075,0.17424884619007253
11950,43,74285,Petrol,110,1,0,1600,5,1075,0.16086693141280203
12450,44,74172,Petrol,110,1,0,1600,5,1615,0.16785309820417407
11950,40,73042,Petrol,110,1,0,1598,5,1075,0.16360450151967362
14950,44,71793,CNG,110,1,0,1600,4,1067,0.20823757190812475
12450,35,71200,Petrol,110,1,0,1600,5,1075,0.17485955056179775
12950,38,67805,Petrol,110,1,0,1600,5,1075,0.19098886512794042
11950,35,65988,Petrol,110,1,0,1600,3,1040,0.18109353215736196
11690,34,65345,Petrol,97,1,0,1400,5,1060,0.17889662560257097
12450,42,64564,Petrol,110,1,0,1600,5,1080,0.1928319187163125
12750,36,63459,Petrol,97,1,0,1400,5,1060,0.20091712759419467
11925,44,63451,Petrol,97,0,0,1400,3,1025,0.18794030038927675
12950,33,62000,Petrol,110,1,0,1600,5,1075,0.20887096774193548
11950,42,61300,Petrol,97,1,0,1400,3,1030,0.19494290375203915
12900,41,61200,Petrol,110,1,0,1600,3,1045,0.2107843137254902
11900,41,61000,Petrol,110,0,0,1600,5,1075,0.19508196721311474
11650,38,60829,Petrol,110,1,0,1600,5,1075,0.1915204918706538
10950,44,60500,Petrol,110,0,0,1600,5,1075,0.18099173553719008
13950,35,59500,Diesel,69,1,0,1900,3,1110,0.23445378151260504
13950,44,59000,Petrol,110,0,1,1600,5,1110,0.2364406779661017
11950,40,58954,Petrol,110,1,0,1600,5,1080,0.20270041048953422
10950,38,58798,Petrol,110,1,0,1600,5,1075,0.18623082417769313
12450,38,58363,Petrol,110,1,0,1600,3,1055,0.2133200829292531
11950,43,58277,Petrol,110,1,0,1600,3,1045,0.20505516756181685
13500,33,57711,Diesel,90,1,0,2000,3,1165,0.2339242085564277
11690,33,57269,Petrol,110,1,0,1600,5,1075,0.20412439539716076
13500,39,56001,Petrol,110,1,0,1600,5,1075,0.2410671238013607
11950,42,55968,Petrol,110,0,0,1600,3,1050,0.21351486563750716
12900,39,55678,Petrol,110,1,0,1600,4,1030,0.23168935665792592
13500,43,55539,Petrol,110,1,0,1600,5,1085,0.24307243558580457
11750,42,55400,Petrol,110,0,0,1600,5,1075,0.21209386281588447
11750,33,55350,Petrol,110,0,0,1600,5,1075,0.2122854561878952
10850,43,54600,Petrol,110,0,0,1600,4,1030,0.1987179487179487
11750,43,53773,Petrol,110,1,0,1600,5,1075,0.21851114871775798
14950,42,53719,Petrol,110,1,1,1600,5,1105,0.2783000428153912
9940,39,53644,Petrol,110,1,0,1600,5,1075,0.18529565282231003
12900,42,53350,Petrol,110,0,0,1600,5,1075,0.24179943767572634
13500,38,53000,Petrol,110,1,0,1600,5,1075,0.25471698113207547
11750,44,52084,Petrol,97,1,0,1400,3,1025,0.22559711235696184
11950,44,52000,Petrol,97,0,0,1400,3,1025,0.2298076923076923
13450,33,51945,Petrol,110,1,0,1600,5,1075,0.2589277120030802
11950,41,51732,Petrol,97,1,0,1400,3,1025,0.23099822160364958
12495,39,50873,Petrol,110,1,0,1600,5,1075,0.2456116210956696
13500,41,50856,Petrol,110,0,0,1600,4,1030,0.2654554034922133
12750,40,50640,Petrol,110,1,0,1600,5,1075,0.2517772511848341
12000,39,50000,Petrol,97,1,0,1400,5,1060,0.24
11950,38,49500,Petrol,110,1,0,1600,5,1075,0.24141414141414141
12495,44,49332,Petrol,110,1,0,1600,5,1080,0.2532838725370956
12450,34,49291,Petrol,110,1,0,1600,3,1040,0.25258160718995354
14750,40,48952,Diesel,90,1,0,2000,5,1205,0.301315574440268
10950,39,48945,Petrol,110,0,0,1600,3,1040,0.22372050260496476
13500,33,48928,Diesel,69,1,0,1900,3,1105,0.27591563113145845
12950,38,48197,Petrol,110,1,0,1600,5,1075,0.2686889225470465
13500,35,48052,Diesel,69,1,0,1900,3,1105,0.2809456422209273
13450,34,48011,Petrol,110,1,0,1600,4,1030,0.28014413363604174
13500,43,48000,Petrol,110,1,0,1600,5,1075,0.28125
11480,41,47350,Petrol,110,1,0,1600,5,1075,0.24244984160506863
13450,39,46821,Petrol,97,1,0,1400,5,1060,0.28726426176288417
11495,39,46694,Petrol,110,0,0,1600,3,1040,0.2461772390457018
12750,43,46515,Petrol,97,0,0,1400,5,1025,0.2741051273782651
14990,38,46327,Petrol,110,1,0,1600,3,1055,0.32356940876810497
12950,35,46304,Petrol,97,1,0,1400,5,1060,0.2796734623358673
12950,40,45886,Petrol,110,1,0,1600,5,1080,0.2822211567798457
12850,39,45713,Petrol,97,1,0,1400,5,1085,0.28110165598407455
13950,40,45600,Petrol,110,1,1,1600,5,1105,0.3059210526315789
11950,41,45287,Petrol,110,1,0,1600,5,1075,0.26387263453088083
12950,39,45081,Petrol,110,1,0,1600,5,1075,0.2872607085024733
11700,40,44830,Petrol,110,1,0,1600,5,1075,0.260985946910551
9950,37,44757,Petrol,97,0,0,1400,3,1025,0.2223115937171839
11895,44,44218,Petrol,97,1,0,1400,5,1060,0.2690080962503958
12950,43,43632,Petrol,110,1,0,1600,5,1075,0.2968005133846718
12500,36,43427,Petrol,110,1,0,1600,3,1040,0.28783936260851545
13875,39,43254,Petrol,110,1,0,1600,5,1075,0.32077958107920657
10500,35,43000,Petrol,110,0,0,1600,3,1050,0.2441860465116279
12295,33,42823,Petrol,110,1,0,1600,5,1075,0.2871120659458702
13950,42,42560,Petrol,110,1,0,1600,5,1080,0.32777255639097747
10950,38,41754,Petrol,110,0,0,1600,3,1040,0.2622503233223164
12950,44,41499,CNG,110,1,0,1600,5,1103,0.3120557121858358
12850,40,41339,Petrol,110,1,0,1600,5,1080,0.31084448099857276
13995,35,41000,Petrol,110,1,0,1600,5,1075,0.34134146341463417
13750,39,40000,Petrol,110,1,0,1600,3,1055,0.34375
12750,37,39757,Petrol,110,1,0,1600,5,1075,0.3206982418190507
12500,41,39659,Petrol,110,1,0,1600,3,1045,0.3151869689099574
13950,43,39650,Petrol,110,0,0,1600,3,1055,0.35182849936948296
11500,39,39524,Petrol,97,1,0,1398,3,1025,0.2909624531929967
13950,44,39516,Petrol,97,1,0,1400,5,1060,0.3530215608867294
11895,41,39439,Petrol,97,0,0,1400,5,1060,0.30160501026902303
9950,44,39000,Petrol,97,1,0,1400,3,1025,0.2551282051282051
13500,42,38932,Petrol,110,1,0,1600,3,1040,0.34675845063187094
11450,37,38812,Petrol,97,0,0,1400,3,1025,0.29501185200453467
12450,42,38665,Petrol,110,1,0,1600,5,1075,0.3219966377861115
12950,40,38653,Petrol,110,1,0,1600,5,1080,0.335032209660311
13995,44,38461,Petrol,110,1,0,1600,5,1080,0.36387509425131953
11750,42,38078,Petrol,97,0,0,1400,3,1025,0.3085771311518462
11650,39,37782,Petrol,97,1,0,1400,5,1060,0.30834789052988193
9950,43,37576,Petrol,97,0,0,1400,3,1030,0.26479667873110496
13950,41,37533,Petrol,110,1,0,1600,5,1075,0.3716729278235153
12950,44,37389,Petrol,110,1,0,1600,5,1080,0.34635855465511245
10950,38,37320,Petrol,97,1,0,1400,3,1025,0.2934083601286174
9900,42,37000,Petrol,97,1,0,1400,3,1025,0.26756756756756755
11950,44,37000,Petrol,110,0,0,1600,4,1075,0.32297297297297295
11990,40,36566,Petrol,110,0,0,1600,5,1090,0.3279002351911612
10750,36,36269,Petrol,110,1,0,1600,5,1075,0.296396371556977
13950,37,36074,Petrol,110,1,1,1600,5,1075,0.38670510617064924
11250,44,36066,Petrol,110,1,0,1600,3,1040,0.31192813175844286
12950,39,34599,Petrol,110,1,0,1600,5,1075,0.3742882742275788
11950,41,34000,Petrol,110,1,0,1600,5,1075,0.3514705882352941
10950,42,33623,Petrol,97,1,0,1400,3,1025,0.3256699283228742
12950,33,33591,Petrol,110,1,0,1600,5,1075,0.3855199309338811
12950,35,33258,Petrol,110,1,0,1600,5,1075,0.38937999879728186
11695,43,33113,Petrol,110,1,0,1600,5,1075,0.35318454987467157
11000,41,33000,Petrol,110,1,1,1600,5,1075,0.3333333333333333
13950,35,32941,Petrol,110,1,0,1600,5,1080,0.42348441152363314
11950,38,32781,Petrol,110,0,0,1600,5,1075,0.364540435008084
11750,40,32532,Petrol,110,1,0,1600,3,1040,0.361182835362105
12400,34,32431,Petrol,97,1,0,1400,5,1060,0.38235022046807066
12500,35,32000,Petrol,110,0,0,1600,3,1040,0.390625
12900,33,31000,Petrol,110,1,0,1600,5,1075,0.4161290322580645
12200,41,30989,Petrol,110,0,0,1600,3,1045,0.3936880828681145
12750,43,30742,Petrol,110,1,0,1600,3,1040,0.4147420467113395
11950,42,30190,Petrol,110,1,0,1600,5,1075,0.39582643259357403
11900,41,29716,Petrol,116,1,0,1600,5,1075,0.40045766590389015
11950,44,29716,Petrol,110,1,1,1600,3,1070,0.40214026113878043
14950,42,29640,Petrol,110,0,0,1600,3,1055,0.5043859649122807
11950,41,29056,Petrol,97,1,0,1400,5,1060,0.4112747797356828
12950,33,28715,Petrol,110,1,0,1600,5,1075,0.4509838063729758
14950,41,28571,Petrol,110,0,0,1600,5,1090,0.523257848867733
13450,40,28362,Petrol,110,1,0,1600,3,1040,0.4742260771454763
13750,38,28150,Petrol,110,1,0,1600,5,1075,0.48845470692717585
12950,43,27301,Petrol,110,1,0,1600,3,1040,0.4743415992088202
12750,33,27240,Petrol,110,1,0,1600,5,1075,0.46806167400881055
11895,39,27170,Petrol,97,1,0,1400,5,1060,0.43779904306220097
9950,42,27141,Petrol,97,1,0,1400,5,1060,0.3666040308021075
12450,38,26262,Petrol,110,1,0,1600,5,1075,0.47406899702992916
12500,38,26000,Petrol,97,1,0,1400,5,1060,0.4807692307692308
14950,43,25228,Petrol,110,1,0,1600,3,1045,0.5925955287775487
13750,39,25062,Petrol,110,1,0,1600,5,1080,0.548639374351608
12695,39,24723,Petrol,110,1,1,1600,4,1060,0.5134894632528415
14990,33,24650,Petrol,110,1,0,1600,3,1055,0.6081135902636917
12750,43,24553,Petrol,110,1,0,1600,5,1080,0.5192848124465442
14350,41,24475,Petrol,110,1,0,1600,5,1030,0.5863125638406538
12950,39,24444,Petrol,110,1,0,1600,3,1040,0.5297823596792669
11500,35,24011,Petrol,97,0,0,1400,3,1025,0.47894714922327264
11950,41,24000,Petrol,97,1,0,1400,3,1025,0.4979166666666667
13450,40,23616,Petrol,110,1,0,1600,5,1075,0.5695291327913279
12900,38,22865,Petrol,110,1,0,1600,5,1075,0.5641810627596764
10500,41,22780,Petrol,86,1,0,1300,5,1035,0.46093064091308167
10950,35,21904,Petrol,97,0,0,1400,3,1025,0.49990869247626
11950,41,21651,Petrol,97,0,0,1400,3,1025,0.5519375548473512
11450,37,21500,Petrol,110,1,0,1600,5,1030,0.5325581395348837
13250,44,21027,Petrol,110,1,0,1600,5,1080,0.6301421981262186
10250,39,18500,Petrol,110,0,0,1600,4,1030,0.5540540540540541
13995,35,18000,Petrol,110,1,0,1600,5,1075,0.7775
11950,40,17051,Petrol,97,0,0,1400,5,1060,0.7008386604891209
13250,33,16512,Petrol,97,1,0,1400,5,1085,0.8024467054263565
12950,40,16325,Petrol,110,1,0,1600,5,1080,0.7932618683001531
11750,38,16000,Petrol,97,1,0,1400,5,1060,0.734375
11500,39,12000,Petrol,110,1,0,1600,5,1075,0.9583333333333334
13500,43,10000,Petrol,97,1,0,1400,5,1060,1.35
8950,54,149329,Diesel,72,1,0,2000,5,1135,0.05993477489302145
9900,51,146736,Petrol,110,1,0,1600,5,1080,0.06746810598626105
10250,53,143513,Diesel,69,0,0,1900,5,1140,0.07142210113369521
9250,48,142130,CNG,110,0,0,1600,5,1119,0.06508126363188631
7750,48,140700,Diesel,69,1,0,1900,5,1110,0.055081734186211796
9450,54,138394,Diesel,69,1,0,1900,4,1095,0.06828330707978669
7750,55,137000,Diesel,72,1,0,2000,5,1135,0.05656934306569343
8250,52,135258,Diesel,69,1,0,1900,5,1140,0.06099454376081267
9950,49,131364,Petrol,110,1,0,1600,5,1075,0.07574373496543954
9950,50,126110,Petrol,110,0,0,1600,3,1055,0.07889937356276266
9000,48,119742,Petrol,110,1,0,1600,5,1080,0.07516159743448414
9950,53,117913,Diesel,69,1,0,1900,5,1110,0.08438424940422176
12450,47,117430,Diesel,90,1,0,2000,3,1165,0.10602060802180022
10500,55,117175,Petrol,110,1,0,1600,4,1035,0.08960955835289097
10750,54,115558,Petrol,110,1,0,1600,4,1035,0.0930268782775749
8950,53,115113,Petrol,97,1,0,1400,3,1025,0.07774968943559807
10500,54,115046,Diesel,69,1,0,1900,5,1140,0.09126784068981103
5150,56,113997,Diesel,72,1,0,2000,5,1135,0.04517662745510847
10950,49,107859,Petrol,97,0,0,1400,5,1060,0.1015214307568214
9450,52,104805,Petrol,97,1,0,1400,3,1025,0.090167453842851
9950,54,103454,Petrol,110,1,0,1600,5,1075,0.09617801148336459
